"ChIJ4wQpvrRxZ0gRnyyorotH-Ss","Salesian College, Maynooth Road, Celbridge","Salesian College","124","12","5","5","1","27","3","1","0","0","0","8","1","24","6","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","96","0.77",
"ChIJ4YP25le5REgRw5ouctqSSWo","Patrician Academy, Mallow","Patrician Academy","53","2","0","0","7","0","0","18","0","0","0","0","0","0","0","0","16","0","0","0","1","0","1","0","0","3","0","1","0","0","49","0.92",
"ChIJ4z5Am3r4Z0gR6xqbwOkWn60","Bunclody Vocational School, Irish Street, Bunclody","Bunclody Vocational College","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","5","0","0","0","0","13","0.48",
"ChIJ4zlDdhL9W0gR0PIxl6nHAAo","Scoil Cnocán Mhichil Naofa, Clár Chlainne Mhuiris","Claremorris","71","0","5","3","8","2","12","1","2","0","0","0","0","1","0","0","0","0","10","1","0","4","1","1","1","0","0","5","0","0","57","0.8",
"ChIJ4zrSSlI9X0gRlaybgy5BVFQ","Coláiste na Carraige, An Charraig, Dun na Ngall","Coláiste na Carraige","38","2","5","2","1","2","3","0","0","0","2","0","0","0","0","0","0","0","4","0","0","4","2","11","0","0","2","0","0","0","40","1.05",
"ChIJ50sGMByQREgRrMWWXktMoNg","Deerpark C.B.S., St. Patrick’s Road, Cork","Deerpark C.B.S.","31","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","1","0","0","0","0","0","11","0.35",
"ChIJ51Dcp41cW0gRslpvo9abeMo","*Villier’s School, North Circular Road, Limerick City","Villiers Secondary School","96","9","5","0","28","2","12","5","1","0","0","0","0","2","0","2","0","0","3","1","1","0","0","1","18","1","0","5","0","0","96","1",
"ChIJ54H_QZdNWUgRJ9AX3UEp5-Q","Scoil Muire agus Padraig, Swinford, Co.Mayo","Scoil Muire agus Padraig","72","2","0","4","5","0","20","0","0","0","0","0","0","1","0","3","1","0","6","0","4","6","0","0","0","0","0","1","0","0","53","0.74",
"ChIJ57gofzfxREgR3Qa6ey4ooPs","Coláiste na Toirbhirte, Ard Aoibhinn, Bandon","Coláiste na Toirbhirte (Presentation College)","91","3","0","0","8","0","2","40","0","0","0","0","0","2","0","1","19","0","0","0","0","0","1","0","1","2","0","9","0","0","88","0.97",
"ChIJ5eClWRUOZ0gRr6TcYvl8g04","Plunkett College, Swords Road, Whitehall","Plunket College","92","2","2","3","1","7","0","2","0","0","0","4","4","5","0","0","0","3","0","1","0","0","0","0","0","0","0","1","1","0","36","0.39",
"ChIJ5fJKwUidREgRclnLei-f5zs","St Aloysius College, Carrigtwohill, Cork","St Aloysius College","122","2","2","0","4","0","0","64","0","0","0","0","0","2","0","0","22","0","0","0","0","0","0","0","1","3","1","2","0","0","103","0.84",
"ChIJ5QMaaqH7X0gRiecNBVSaWaQ","Crana College, Buncrana","Crana College","70","2","3","1","2","3","10","0","0","0","1","0","0","0","0","0","0","0","1","0","1","3","0","26","0","0","0","0","0","0","53","0.76",
"ChIJ5VGaJp-6REgRtIg_Y9ClKH8","Nagle Rice Secondary School, Doneraile, Mallow","Nagle Rice Secondary School","38","0","0","0","5","0","1","3","0","0","0","0","0","0","0","0","6","0","0","0","1","0","1","0","5","1","0","2","0","0","25","0.66",
"ChIJ5wgkLFHfQkgRuR73QxLlPCg","St. Declan’s Community College, Kilmacthomas","St Declans Community College","111","2","1","1","9","0","2","9","0","0","0","0","0","0","0","0","3","0","1","1","0","0","0","0","1","42","0","4","0","0","76","0.68",
"ChIJ5wwTwiQdXkgRGlX2tLQ7hNk","St Aidan’s Comprehensive School, Coothill","St Aidan's Comprehensive School","71","3","1","9","0","3","10","0","0","0","0","0","0","3","1","1","0","9","2","1","1","3","0","2","0","0","0","0","0","1","50","0.7",
"ChIJ6-gVxz8_WUgR8pcwh860eWE","St. Tiernan’s College, Crossmolina, Ballina","St. Tiernan's College","36","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","4","0","0","6","0","0","0","0","0","0","0","0","13","0.36",
"ChIJ648Ul5fGQkgRddQW8OsDcKw","Waterpark College, Park Road, Waterford","Waterpark","43","3","2","2","5","0","0","1","0","0","0","2","0","3","0","0","2","0","0","0","0","0","0","0","1","28","0","0","0","0","49","1.14",
"ChIJ696ZlbNEZ0gRq38VSLkgvSY","Loreto Secondary School, St. Michael’s, Navan","Loreto Secondary School","134","22","14","29","0","14","1","1","0","0","0","6","0","12","1","1","1","10","0","1","0","2","0","1","0","0","1","0","1","0","118","0.88",
"ChIJ6c94VyTEQkgROwUJQxuP6hk","Our Lady of Mercy Sec Sch, Ozanam St, Waterford City","Our Lady of Mercy Secondary School","103","4","1","1","2","2","0","11","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","1","1","61","1","0","0","0","90","0.87",
"ChIJ6c9fHnEIZ0gR9GS-i7lijGE","Community School, Cabinteely","Cabinteely Community School","66","9","2","0","0","1","0","0","0","0","0","0","0","5","2","0","0","0","0","5","3","0","1","0","0","0","0","0","0","0","28","0.42",
"ChIJ6czEyovBX0gR-f6026HZ4Cg","Royal and Prior, Comprehensive School, Raphoe, Lifford","Royal and Prior School Raphoe Co Donegal","98","4","0","2","2","3","7","0","1","3","7","0","0","1","0","0","0","0","4","0","0","2","0","29","0","0","0","1","0","0","66","0.67",
"ChIJ6exE8wKQREgRt6SP8REj7Z4","Coláiste Chríost Rí, Bothar Ceapmhaoil, Cathair Chorcai","Colaiste Chriost Ri","110","2","1","0","1","0","0","43","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","84","0.76",
"ChIJ6fclDJEOZ0gRzisvsLddjNo","Christian Brothers Westland Row, Westland Row","CBS Westland Row","23","0","0","0","0","1","0","0","0","0","0","0","1","4","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","9","0.39",
"ChIJ6Vm4FS70REgRphK181IGUmM","*Bandon Grammar School, Bandon","Bandon Grammar School","100","6","8","3","5","0","4","19","0","0","0","0","0","1","0","0","20","0","0","0","0","1","3","0","1","0","0","2","0","1","74","0.74",
"ChIJ6WgzMVxdXUgRcI4AHqcQOXA","Presentation College, Carlow","Presentation College Carlow","96","2","4","2","0","5","0","1","0","0","0","0","0","7","1","3","0","0","0","1","31","0","0","0","4","14","0","0","0","0","75","0.78",
