"ChIJ7V0xwapMWkgRXTN2HWoX8Y8","Scoil Chuimsitheach Chiaráin, An Cheathrú Rua, Co.Na Gaillimhe","Scoil Chuimsitheach Chiaráin","54","1","0","0","5","0","12","1","2","0","0","0","0","1","0","3","1","0","11","0","0","0","0","0","0","0","0","0","6","0","0","1","44","0.815",
"ChIJ7WAf3SzzZ0gRA-sz1mDnRtc","Coláiste Eoin, Hacketstown, Co. Carlow","Colaiste Eoin","28","2","0","3","2","0","4","0","0","0","0","1","1","0","0","0","0","0","0","2","7","0","0","0","0","3","0","0","0","0","0","0","25","0.893",
"ChIJ7xZKUOFWREgRWGdxwxo95Vk","Sacred Heart Secondary School, Clonakilty, Co Cork","Sacred Heart Secondary School Clonakilty","86","5","1","4","10","0","1","25","1","0","0","0","0","2","0","0","16","0","0","0","0","0","0","0","0","3","0","0","5","0","3","0","76","0.884",
"ChIJ7zuGPpEZQ0gRUO0udrIpBGc","Mean Scoil San Nioclás, Rinn Ua Gcuanach, Dun Garbhan, Co. Phortlairge","Meánscoil san Nioclás","24","1","3","0","1","1","1","4","0","0","0","0","0","1","0","0","5","0","0","0","1","0","0","0","0","2","0","0","1","0","0","1","22","0.917",
"ChIJ7zVqI2VIRUgRsLue62N5sto","Presentation Secondary School, Miltown, Killarney, Co Kerry","Presentation Secondary School","108","2","0","0","9","3","2","20","0","0","0","0","0","0","0","1","15","0","0","0","2","0","22","0","1","1","1","0","6","1","0","0","86","0.796",
"ChIJ80PzXQMMZ0gRSqACTokOwEQ","St Louis High School, Rathmines, Dublin 6","St Louis High School","130","21","19","2","0","6","1","1","1","0","0","3","6","27","6","0","0","1","0","0","1","1","0","0","0","0","0","0","0","2","0","0","98","0.754",
"ChIJ817zSMyUX0gRn9F6dTv9ttM","Clochar Loreto, Leitirceanainn, Co Dhun Na Ngall","Loreto Convent Letterkenny","165","9","5","14","1","11","11","1","0","7","5","0","0","5","0","0","0","1","3","1","0","10","0","46","0","0","4","0","0","0","0","0","134","0.812",
"ChIJ85hjRVZdXUgRV2YR3YBxYmU","St Leo's College, Dublin Road, Carlow","St Leo's College","134","5","15","12","6","17","4","4","1","0","0","0","0","4","0","3","1","0","1","2","34","0","2","0","1","22","0","0","0","0","1","0","135","1.007",
"ChIJ85thv2OzXUgRpwIfzvQkz8A","Moate Community School, Moate, Co. Westmeath","Moate Community School","102","8","3","6","8","11","10","2","0","0","0","1","0","2","0","25","0","0","6","1","2","6","1","0","3","5","0","1","0","0","0","0","101","0.99",
"ChIJ89zYu2sMZ0gRcqmjMf6MmY8","Loreto College, Crumlin Rd, Dublin 12","Loreto College","70","0","6","2","0","3","0","0","0","0","0","0","0","10","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0.471",
"ChIJ8brukBaJW0gRyAEIiYw-ANQ","Coláiste an Eachréidh, An Coiléar Bán, Baile Átha An Rí, Co. Na Gaillimhe","Coláiste an Eachréidh","16","0","0","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0.812",
