"ChIJ7V0xwapMWkgRXTN2HWoX8Y8","Scoil Chuimsitheach Chiaráin, An Cheathrú Rua, Co.na Gaillimhe ","Scoil Chuimsitheach Chiaráin","49","1","0","0","3","1","16","0","0","0","0","0","0","1","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0.65",
"ChIJ7xZKUOFWREgRWGdxwxo95Vk","Sacred Heart Secondary School, Clonakilty","Sacred Heart Secondary School Clonakilty","70","1","0","0","14","0","3","18","0","0","0","0","0","0","0","0","9","0","1","0","0","0","2","1","0","3","0","6","0","1","0","0","0","59","0.84",
"ChIJ7zuGPpEZQ0gRUO0udrIpBGc","Mean Scoil San Nioclás, Rinn Ua gCuanach, Dun Garbhan ","Meánscoil san Nioclás","24","1","1","0","2","1","0","5","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","1","2","0","4","0","0","0","0","0","21","0.88",
"ChIJ7zVqI2VIRUgRsLue62N5sto","Presentation Secondary School, Miltown, Killarney ","Presentation Secondary School","114","2","2","0","11","0","5","16","0","0","0","1","1","0","0","0","9","1","3","0","0","0","22","0","0","1","1","8","0","0","1","0","0","84","0.74",
"ChIJ817zSMyUX0gRn9F6dTv9ttM","Clochar Loreto, Leitirceanainn","Loreto Convent Letterkenny","162","12","4","13","1","8","16","1","0","4","5","0","0","4","0","0","2","0","2","0","0","2","0","47","0","0","1","0","0","0","0","0","0","122","0.75",
"ChIJ85hjRVZdXUgRV2YR3YBxYmU","St Leo’s College, Dublin Road, Carlow","St Leo's College","133","7","7","7","3","23","3","7","1","0","0","0","1","4","0","0","2","0","1","2","26","0","0","1","1","10","1","0","1","0","0","0","0","108","0.81",
"ChIJ85thv2OzXUgRpwIfzvQkz8A","Moate Community School, Moate ","Moate Community School","141","8","1","9","7","15","17","4","1","0","1","0","0","2","0","31","0","0","8","1","4","2","1","0","0","2","2","3","1","0","0","0","0","120","0.85",
"ChIJ8UD2_J7TXUgRtIMu5rB25ng","Méan Scoil Mhuire, Convent Road, Longford ","Mean Scoil Mhuire","80","7","1","6","0","5","6","0","1","0","0","1","0","9","1","11","0","0","4","1","0","6","0","3","0","0","1","1","1","3","0","0","0","68","0.85",
"ChIJ8X5SriHLXEgR9Wr9GvHBnQQ","*Rockwell College, Cashel ","Rockwell College","88","22","9","6","7","3","4","19","1","0","1","0","0","4","0","2","11","0","0","0","2","1","0","0","2","1","0","2","0","0","0","0","0","97","1.1",
"ChIJ8xdyyBAuQ0gRfdB883g015E","Loreto Secondary School, Clonmel ","Loreto Convent Secondary School","81","4","2","0","8","0","3","15","1","0","0","0","0","0","0","0","6","0","0","0","1","0","0","0","7","15","0","6","0","0","0","0","0","68","0.84",
